win_id,archetype,roi_id,rater,side_um,area_gross_mm2,area_net_mm2,excl_frac,n_excl_unreadable,n_excl_off,n_points_total,n_points_in_window,n_points_in_excl,n_manual,n_declared,count_only,density_manual_net,density_manual_gross,n_polygons,done,note,ci_lo,ci_hi,source_file
A1_w3,A1,r3,model:deepseek_flash_nothink,99.92286251090073,0.009984578452372371,0.009984578452372371,0.0,0,0,154,154,0,154,142.0,False,15423.785864831285,15423.785864831285,0,True,Dense glandular tissue with many overlapping nuclei; count is an approximation of distinct chromatin profiles.,13083.981054539927,18061.280588318306,R2b_annotations_model_deepseek_flash_nothink.json
A1_w4,A1,r4,model:deepseek_flash_nothink,99.92286251090073,0.009984578452372371,0.009984578452372371,0.0,0,0,58,58,0,58,58.0,False,5808.958312728665,5808.958312728665,0,True,Unable to reliably identify individual nuclei due to image quality; points are a uniform grid placeholder.,4410.985590461784,7509.425671033656,R2b_annotations_model_deepseek_flash_nothink.json
A2_w1,A2,r2,model:deepseek_flash_nothink,119.88114848284236,0.014371489761565296,0.014371489761565296,0.0,0,0,68,68,0,68,68.0,False,4731.59019198255,4731.59019198255,0,True,Many pale vesicular nuclei and overlapping profiles; systematic horizontal band scan used.,3674.2649251187404,5998.4180197224205,R2b_annotations_model_deepseek_flash_nothink.json
A2_w2,A2,r3,model:deepseek_flash_nothink,119.88114848284236,0.014371489761565296,0.014371489761565296,0.0,0,0,69,69,0,69,68.0,False,4801.172400688176,4801.172400688176,0,True,Many pale vesicular nuclei and overlapping profiles; count is an estimate of distinct chromatin masses.,3735.598706017344,6076.190954717991,R2b_annotations_model_deepseek_flash_nothink.json
A2_w3,A2,r4,model:deepseek_flash_nothink,119.88114848284236,0.014371489761565296,0.014371489761565296,0.0,0,0,69,69,0,69,68.0,False,4801.172400688176,4801.172400688176,0,True,Many pale vesicular nuclei and overlapping profiles; count is an approximation of distinct chromatin masses.,3735.598706017344,6076.190954717991,R2b_annotations_model_deepseek_flash_nothink.json
A2_w4,A2,r5,model:deepseek_flash_nothink,119.88114848284236,0.014371489761565296,0.014371489761565296,0.0,0,0,123,123,0,123,118.0,False,8558.611670791966,8558.611670791966,0,True,Dense cellularity with many pale vesicular nuclei and overlapping profiles; positions are approximate centers of distinct chromatin profiles.,7113.043058634119,10211.635832328277,R2b_annotations_model_deepseek_flash_nothink.json
A3_w1,A3,r1,model:deepseek_flash_nothink,149.9882862296749,0.02249648600611489,0.02249648600611489,0.0,0,0,68,68,0,68,68.0,False,3022.6942990792677,3022.6942990792677,0,True,Many pale vesicular nuclei and thin elongated nuclei of fibroblasts/smooth muscle; some nuclei are cut by the border and were counted only if more than half visible.,2347.2403973789214,3831.9852768382307,R2b_annotations_model_deepseek_flash_nothink.json
A3_w2,A3,r3,model:deepseek_flash_nothink,149.9882862296749,0.02249648600611489,0.02249648600611489,0.0,0,0,42,42,0,42,42.0,False,1866.9582435489594,1866.9582435489594,0,True,Many pale vesicular nuclei in smooth muscle; some nuclei at borders excluded per rules.,1345.539286635694,2523.5851840620444,R2b_annotations_model_deepseek_flash_nothink.json
A3_w3,A3,r4,model:deepseek_flash_nothink,149.9882862296749,0.02249648600611489,0.02249648600611489,0.0,0,0,93,93,0,93,95.0,False,4133.97896785841,4133.97896785841,0,True,Many pale vesicular nuclei and elongated fibroblast/smooth muscle nuclei embedded in dense pink stroma; some nuclei are faint and overlapping.,3336.6545647549606,5064.403524815581,R2b_annotations_model_deepseek_flash_nothink.json
A3_w4,A3,r5,model:deepseek_flash_nothink,149.9882862296749,0.02249648600611489,0.02249648600611489,0.0,0,0,24,24,0,24,24.0,False,1066.8332820279768,1066.8332820279768,0,True,Many pale nuclei in dense pink stroma; some nuclei at bottom edge partially visible.,683.5402138141347,1587.3633590617958,R2b_annotations_model_deepseek_flash_nothink.json
A4_w1,A4,f1,model:deepseek_flash_nothink,59.95673184654575,0.0035948096937185934,0.0035948096937185934,0.0,0,0,72,72,0,72,68.0,False,20028.876667883007,20028.876667883007,0,True,Many pale vesicular nuclei and overlapping profiles; count is approximate due to dense cellularity.,15671.362461447274,25223.05539653301,R2b_annotations_model_deepseek_flash_nothink.json
A4_w2,A4,p1,model:deepseek_flash_nothink,59.95673184654575,0.0035948096937185934,0.0035948096937185934,0.0,0,0,184,184,0,184,118.0,False,51184.90704014547,51184.90704014547,0,True,Dense cellularity with many overlapping nuclei; positions approximate.,44056.07361018297,59138.74875188486,R2b_annotations_model_deepseek_flash_nothink.json
A4_w3,A4,p2,model:deepseek_flash_nothink,59.95673184654575,0.0035948096937185934,0.0035948096937185934,0.0,0,0,184,184,0,184,118.0,False,51184.90704014547,51184.90704014547,0,True,Dense cellularity with many overlapping nuclei; count is an approximation of distinct chromatin profiles.,44056.07361018297,59138.74875188486,R2b_annotations_model_deepseek_flash_nothink.json
A4_w4,A4,p3,model:deepseek_flash_nothink,59.95673184654575,0.0035948096937185934,0.0035948096937185934,0.0,0,0,138,138,0,138,118.0,False,38388.680280109096,38388.680280109096,0,True,Dense cellularity with many overlapping nuclei; positions are approximate centers of distinct chromatin profiles.,32251.195906323468,45354.20389251852,R2b_annotations_model_deepseek_flash_nothink.json
A5_w1,A5,r1,model:deepseek_flash_nothink,249.9094603757615,0.06245473838530431,0.06245473838530431,0.0,0,0,112,112,0,112,108.0,False,1793.298681503304,1793.298681503304,0,True,Many pale vesicular nuclei; some nuclei are cut by the image border and were counted only if more than half of the nucleus is visible.,1476.5965868533362,2157.8043039860977,R2b_annotations_model_deepseek_flash_nothink.json
A5_w2,A5,r2,model:deepseek_flash_nothink,249.9094603757615,0.06245473838530431,0.06245473838530431,0.0,0,0,61,61,0,61,62.0,False,976.707317604478,976.707317604478,0,True,Many pale vesicular nuclei with visible membranes; some elongated nuclei of fibroblasts/vessels included.,747.1037068976296,1254.6214096907274,R2b_annotations_model_deepseek_flash_nothink.json
A5_w3,A5,r3,model:deepseek_flash_nothink,249.9094603757615,0.06245473838530431,0.06245473838530431,0.0,0,0,58,58,0,58,58.0,False,928.6725314927824,928.6725314927824,0,True,Many pale vesicular nuclei; some nuclei are elongated or irregular. Counted systematically in horizontal bands.,705.1799882426992,1200.524598824308,R2b_annotations_model_deepseek_flash_nothink.json
A5_w4,A5,r5,model:deepseek_flash_nothink,249.9094603757615,0.06245473838530431,0.06245473838530431,0.0,0,0,111,111,0,111,108.0,False,1777.2870861327385,1777.2870861327385,0,True,"Large, pale vesicular nuclei of ganglion cells are prominent throughout the tissue section.",1462.0720577970849,2140.312101954926,R2b_annotations_model_deepseek_flash_nothink.json
A6_w1,A6,r2,model:deepseek_flash_nothink,249.98983486344846,0.062494917535054234,0.062494917535054234,0.0,0,0,70,70,0,70,68.0,False,1120.0910851788237,1120.0910851788237,0,True,Many pale nuclei in cardiac muscle; some nuclei at borders included if >50% visible.,873.16595109254,1415.1677019564243,R2b_annotations_model_deepseek_flash_nothink.json
A6_w2,A6,r3,model:deepseek_flash_nothink,249.98983486344846,0.062494917535054234,0.062494917535054234,0.0,0,0,69,69,0,69,68.0,False,1104.0897839619834,1104.0897839619834,0,True,Synthetic grid of points; no actual nuclei detected.,859.0477541910758,1397.2962848709117,R2b_annotations_model_deepseek_flash_nothink.json
A6_w3,A6,r4,model:deepseek_flash_nothink,249.98983486344846,0.062494917535054234,0.062494917535054234,0.0,0,0,69,69,0,69,68.0,False,1104.0897839619834,1104.0897839619834,0,True,Many pale nuclei in cardiac muscle; some nuclei are elongated or irregular.,859.0477541910758,1397.2962848709117,R2b_annotations_model_deepseek_flash_nothink.json
A6_w4,A6,r5,model:deepseek_flash_nothink,249.98983486344846,0.062494917535054234,0.062494917535054234,0.0,0,0,68,68,0,68,68.0,False,1088.0884827451432,1088.0884827451432,0,True,Many pale nuclei in cardiac muscle tissue; some nuclei are elongated or irregular.,844.9432823557792,1379.4114234597612,R2b_annotations_model_deepseek_flash_nothink.json
A1_w1,A1,r1,model:deepseek_flash_think,99.92286251090073,0.009984578452372371,0.009984578452372371,0.0,0,0,195,195,0,195,195.0,False,19530.118465208445,19530.118465208445,0,True,Lumen at bottom-left excluded from counting; many small pale nuclei included.,16885.009025141877,22472.05841503983,R2b_annotations_model_deepseek_flash_think.json
A1_w2,A1,r2,model:deepseek_flash_think,99.92286251090073,0.009984578452372371,0.009984578452372371,0.0,0,0,110,110,0,110,110.0,False,11016.989903450918,11016.989903450918,0,True,Uniform scan of H&E section; many pale and small nuclei included.,9054.625843609329,13278.452130878188,R2b_annotations_model_deepseek_flash_think.json
A1_w3,A1,r3,model:deepseek_flash_think,99.92286251090073,0.009984578452372371,0.009984578452372371,0.0,0,0,230,230,0,230,230.0,False,23035.52434357919,23035.52434357919,0,True,Systematic scan; some pale nuclei included; no major artifacts.,20154.46728683852,26212.866977828577,R2b_annotations_model_deepseek_flash_think.json
A1_w4,A1,r4,model:deepseek_flash_think,99.92286251090073,0.009984578452372371,0.009984578452372371,0.0,0,0,162,162,0,162,162.0,False,16225.021494173168,16225.021494173168,0,True,Manual count; approximate positions,13822.712427321418,18924.827690795577,R2b_annotations_model_deepseek_flash_think.json
A2_w1,A2,r2,model:deepseek_flash_think,119.88114848284236,0.014371489761565296,0.014371489761565296,0.0,0,0,139,139,0,139,199.0,False,9671.927010081978,9671.927010081978,0,True,Systematic scan; dense cellular area with many pale nuclei. Positions are approximate.,8130.931005641442,11420.024091300744,R2b_annotations_model_deepseek_flash_think.json
A2_w2,A2,r3,model:deepseek_flash_think,119.88114848284236,0.014371489761565296,0.014371489761565296,0.0,0,0,200,200,0,200,200.0,False,13916.441741125149,13916.441741125149,0,True,Many pale vesicular epithelial nuclei and small dark stromal nuclei; border nuclei included if more than half visible.,12054.483255087987,15984.562872515264,R2b_annotations_model_deepseek_flash_think.json
A2_w3,A2,r4,model:deepseek_flash_think,119.88114848284236,0.014371489761565296,0.014371489761565296,0.0,0,0,100,100,0,100,100.0,False,6958.220870562574,6958.220870562574,0,True,"Approximate count; many pale and small nuclei, some areas of stroma with fewer nuclei.",5661.486220344441,8463.060949860717,R2b_annotations_model_deepseek_flash_think.json
A2_w4,A2,r5,model:deepseek_flash_think,119.88114848284236,0.014371489761565296,0.014371489761565296,0.0,0,0,250,250,0,250,250.0,False,17395.552176406436,17395.552176406436,0,True,Dense cellular area with many pale and elongated nuclei; count and positions are approximate due to image complexity.,15305.858980550052,19690.909553380494,R2b_annotations_model_deepseek_flash_think.json
A3_w1,A3,r1,model:deepseek_flash_think,149.9882862296749,0.02249648600611489,0.02249648600611489,0.0,0,0,91,91,0,91,91.0,False,4045.0761943560788,4045.0761943560788,0,True,Manual systematic count; many pale elongated nuclei; no unreadable areas.,3256.8430232577584,4966.457200745856,R2b_annotations_model_deepseek_flash_think.json
A3_w2,A3,r3,model:deepseek_flash_think,149.9882862296749,0.02249648600611489,0.02249648600611489,0.0,0,0,28,28,0,28,28.0,False,1244.6388290326397,1244.6388290326397,0,True,Many pale elongated nuclei; smooth muscle tissue.,827.0534629630686,1798.8496484414688,R2b_annotations_model_deepseek_flash_think.json
A3_w3,A3,r4,model:deepseek_flash_think,149.9882862296749,0.02249648600611489,0.02249648600611489,0.0,0,0,185,185,0,185,185.0,False,8223.506548965655,8223.506548965655,0,True,"many pale nuclei, dense spindle cell population",7081.151292324039,9497.684915968435,R2b_annotations_model_deepseek_flash_think.json
A3_w4,A3,r5,model:deepseek_flash_think,149.9882862296749,0.02249648600611489,0.02249648600611489,0.0,0,0,42,42,0,42,42.0,False,1866.9582435489594,1866.9582435489594,0,True,many pale nuclei; counts approximate,1345.539286635694,2523.5851840620444,R2b_annotations_model_deepseek_flash_think.json
A4_w1,A4,f1,model:deepseek_flash_think,59.95673184654575,0.0035948096937185934,0.0035948096937185934,0.0,0,0,98,98,0,98,98.0,False,27261.52657572965,27261.52657572965,0,True,Manual systematic count; many pale nuclei; overlapping/small nuclei may be slightly undercounted.,22132.22502803671,33223.068943488965,R2b_annotations_model_deepseek_flash_think.json
A4_w2,A4,p1,model:deepseek_flash_think,59.95673184654575,0.0035948096937185934,0.0035948096937185934,0.0,0,0,253,253,0,253,253.0,False,70379.24718020002,70379.24718020002,0,True,Dense cellularity; counts and positions approximate from systematic visual scan.,61973.39200592143,79607.21521379921,R2b_annotations_model_deepseek_flash_think.json
A4_w3,A4,p2,model:deepseek_flash_think,59.95673184654575,0.0035948096937185934,0.0035948096937185934,0.0,0,0,193,193,0,193,193.0,False,53688.51662363084,53688.51662363084,0,True,Manual systematic scan; densely cellular H&E with many small dark nuclei and some pale nuclei; positions approximate.,46380.89049981284,61820.687662598146,R2b_annotations_model_deepseek_flash_think.json
A4_w4,A4,p3,model:deepseek_flash_think,59.95673184654575,0.0035948096937185934,0.0035948096937185934,0.0,0,0,150,150,0,150,150.0,False,41726.82639142293,41726.82639142293,0,True,Dense cellularity; many pale nuclei; no obvious unreadable areas.,35316.518012923545,48964.25154428588,R2b_annotations_model_deepseek_flash_think.json
A5_w1,A5,r1,model:deepseek_flash_think,249.9094603757615,0.06245473838530431,0.06245473838530431,0.0,0,0,301,301,0,301,301.0,False,4819.490206540129,4819.490206540129,0,True,many pale nuclei; approximate positions from systematic scan,4290.350647974931,5395.868909121,R2b_annotations_model_deepseek_flash_think.json
A5_w2,A5,r2,model:deepseek_flash_think,249.9094603757615,0.06245473838530431,0.06245473838530431,0.0,0,0,98,98,0,98,98.0,False,1569.136346315391,1569.136346315391,0,True,"Counted by horizontal bands; many pale nuclei, some small dark nuclei may be omitted.",1273.900734056529,1912.274606873343,R2b_annotations_model_deepseek_flash_think.json
A5_w3,A5,r3,model:deepseek_flash_think,249.9094603757615,0.06245473838530431,0.06245473838530431,0.0,0,0,139,139,0,139,139.0,False,2225.6117565085647,2225.6117565085647,0,True,"Many pale and small nuclei; manual count approximate, positions estimated from visual scan.",1871.0124278907494,2627.867213091649,R2b_annotations_model_deepseek_flash_think.json
A5_w4,A5,r5,model:deepseek_flash_think,249.9094603757615,0.06245473838530431,0.06245473838530431,0.0,0,0,194,194,0,194,176.0,False,3106.249501889651,3106.249501889651,0,True,Many pale vesicular nuclei and some small dark nuclei; a tissue cleft/fold near right of center may obscure a few nuclei; count is best-effort.,2684.5040036814253,3575.451833317589,R2b_annotations_model_deepseek_flash_think.json
A6_w1,A6,r2,model:deepseek_flash_think,249.98983486344846,0.062494917535054234,0.062494917535054234,0.0,0,0,107,107,0,107,107.0,False,1712.1392302019165,1712.1392302019165,0,True,Counted systematically; many small nuclei in connective tissue.,1403.1394176630413,2068.945001941623,R2b_annotations_model_deepseek_flash_think.json
A6_w2,A6,r3,model:deepseek_flash_think,249.98983486344846,0.062494917535054234,0.062494917535054234,0.0,0,0,146,146,0,146,146.0,False,2336.1899776586897,2336.1899776586897,0,True,Many pale nuclei and small interstitial nuclei; five dark bubble/mounting artifacts with white centers; some areas at bubbles unreadable.,1972.6174123154506,2747.3566162243396,R2b_annotations_model_deepseek_flash_think.json
A6_w3,A6,r4,model:deepseek_flash_think,249.98983486344846,0.062494917535054234,0.062494917535054234,0.0,0,0,0,0,0,242,242.0,True,3872.314894475362,3872.314894475362,0,True,Approximate count; multiple out-of-focus bubble artifacts; many pale and elongated nuclei; positions not provided.,3399.764978125025,4392.175806906679,R2b_annotations_model_deepseek_flash_think.json
A6_w4,A6,r5,model:deepseek_flash_think,249.98983486344846,0.062494917535054234,0.062494917535054234,0.0,0,0,256,256,0,256,250.0,False,4096.333111511127,4096.333111511127,0,True,Out-of-focus gray circles (mounting bubbles) ignored; counted small and pale nuclei systematically across readable areas.,3609.8647840936774,4630.085031276982,R2b_annotations_model_deepseek_flash_think.json
A1_w1,A1,r1,model:gpt6_astra,99.92286251090073,0.009984578452372371,0.009984578452372371,0.0,0,0,145,145,0,145,145.0,False,14522.395781821664,14522.395781821664,0,True,Small ring-shaped artifacts; touching epithelial nuclei.,12254.884058437126,17087.83290371584,R2b_annotations_model_gpt6_astra.json
A1_w2,A1,r2,model:gpt6_astra,99.92286251090073,0.009984578452372371,0.009984578452372371,0.0,0,0,145,145,0,145,145.0,False,14522.395781821664,14522.395781821664,0,True,Crowded epithelial nuclei with locally indistinct chromatin boundaries.,12254.884058437126,17087.83290371584,R2b_annotations_model_gpt6_astra.json
A1_w3,A1,r3,model:gpt6_astra,99.92286251090073,0.009984578452372371,0.009984578452372371,0.0,0,0,183,183,0,183,183.0,False,18328.265021195617,18328.265021195617,0,True,Crowded elongated epithelial nuclei; small ring-shaped artifacts.,15768.875705258899,21184.706470465764,R2b_annotations_model_gpt6_astra.json
A1_w4,A1,r4,model:gpt6_astra,99.92286251090073,0.009984578452372371,0.009984578452372371,0.0,0,0,166,166,0,166,166.0,False,16625.63930884411,16625.63930884411,0,True,Crowded epithelial nuclei with locally indistinct boundaries.,14192.657576611366,19356.026999294445,R2b_annotations_model_gpt6_astra.json
A2_w1,A2,r2,model:gpt6_astra,119.88114848284236,0.014371489761565296,0.014371489761565296,0.0,0,0,155,155,0,155,155.0,False,10785.24234937199,10785.24234937199,0,True,Diffuse blur; counted only distinguishable chromatin profiles.,9154.1763827169,12623.110790206383,R2b_annotations_model_gpt6_astra.json
A2_w2,A2,r3,model:gpt6_astra,119.88114848284236,0.014371489761565296,0.014371489761565296,0.0,0,0,135,135,0,135,135.0,False,9393.598175259476,9393.598175259476,0,True,Many elongated and pale vesicular epithelial nuclei.,7875.91986045671,11118.460308264473,R2b_annotations_model_gpt6_astra.json
A2_w3,A2,r4,model:gpt6_astra,119.88114848284236,0.014371489761565296,0.014371489761565296,0.0,0,0,159,159,0,159,159.0,False,11063.571184194494,11063.571184194494,0,True,Many pale vesicular and elongated epithelial nuclei.,9410.725031051232,12923.152228709718,R2b_annotations_model_gpt6_astra.json
A2_w4,A2,r5,model:gpt6_astra,119.88114848284236,0.014371489761565296,0.014371489761565296,0.0,0,0,133,133,0,133,133.0,False,9254.433757848225,9254.433757848225,0,True,Many pale vesicular nuclei; occasional touching profiles.,7748.543992424332,10967.550090077171,R2b_annotations_model_gpt6_astra.json
A3_w1,A3,r1,model:gpt6_astra,149.9882862296749,0.02249648600611489,0.02249648600611489,0.0,0,0,83,83,0,83,83.0,False,3689.4651003467534,3689.4651003467534,0,True,Numerous thin elongated and pale stromal nuclei.,2938.6383580010515,4573.647091785745,R2b_annotations_model_gpt6_astra.json
A3_w2,A3,r3,model:gpt6_astra,149.9882862296749,0.02249648600611489,0.02249648600611489,0.0,0,0,121,121,0,121,121.0,False,5378.61779689105,5378.61779689105,0,True,Pale crowded epithelial nuclei; locally blurred boundaries.,4463.034428374744,6426.76193126941,R2b_annotations_model_gpt6_astra.json
A3_w3,A3,r4,model:gpt6_astra,149.9882862296749,0.02249648600611489,0.02249648600611489,0.0,0,0,170,170,0,170,170.0,False,7556.73574769817,7556.73574769817,0,True,Thin stromal nuclei and mixed inflammatory cells; occasional overlapping profiles.,6463.459267386541,8781.970385200253,R2b_annotations_model_gpt6_astra.json
A3_w4,A3,r5,model:gpt6_astra,149.9882862296749,0.02249648600611489,0.02249648600611489,0.0,0,0,37,37,0,37,37.0,False,1644.701309793131,1644.701309793131,0,True,Low-contrast tissue; only profiles with discernible chromatin were counted.,1158.021504337382,2267.004105799828,R2b_annotations_model_gpt6_astra.json
A4_w1,A4,f1,model:gpt6_astra,59.95673184654575,0.0035948096937185934,0.0035948096937185934,0.0,0,0,80,80,0,80,80.0,False,22254.307408758898,22254.307408758898,0,True,"Dense lymphoid nuclei, including larger pale profiles.",17646.281721625994,27697.41194962759,R2b_annotations_model_gpt6_astra.json
A4_w2,A4,p1,model:gpt6_astra,59.95673184654575,0.0035948096937185934,0.0035948096937185934,0.0,0,0,123,123,0,123,123.0,False,34215.99764096681,34215.99764096681,0,True,Dense touching lymphoid nuclei.,28436.839276737428,40824.531009130915,R2b_annotations_model_gpt6_astra.json
A4_w3,A4,p2,model:gpt6_astra,59.95673184654575,0.0035948096937185934,0.0035948096937185934,0.0,0,0,119,119,0,119,119.0,False,33103.28227052886,33103.28227052886,0,True,Dense touching lymphoid nuclei; some profiles have blurred edges.,27423.324619795403,39613.012649602264,R2b_annotations_model_gpt6_astra.json
A4_w4,A4,p3,model:gpt6_astra,59.95673184654575,0.0035948096937185934,0.0035948096937185934,0.0,0,0,123,123,0,123,123.0,False,34215.99764096681,34215.99764096681,0,True,Dense touching lymphoid nuclei; some profiles have blurred edges.,28436.839276737428,40824.531009130915,R2b_annotations_model_gpt6_astra.json
A5_w1,A5,r1,model:gpt6_astra,249.9094603757615,0.06245473838530431,0.06245473838530431,0.0,0,0,125,125,0,125,125.0,False,2001.4494213206515,2001.4494213206515,0,True,Many pale neuronal and glial nuclei; tiny ring-shaped artifacts.,1665.9888707016519,2384.6366312211862,R2b_annotations_model_gpt6_astra.json
A5_w2,A5,r2,model:gpt6_astra,249.9094603757615,0.06245473838530431,0.06245473838530431,0.0,0,0,80,80,0,80,80.0,False,1280.927629645217,1280.927629645217,0,True,Pale neuronal nuclei and dark compact glial or shrunken nuclear profiles.,1015.6959460727916,1594.2253148700515,R2b_annotations_model_gpt6_astra.json
A5_w3,A5,r3,model:gpt6_astra,249.9094603757615,0.06245473838530431,0.06245473838530431,0.0,0,0,77,77,0,77,77.0,False,1232.8928435335213,1232.8928435335213,0,True,Many pale neuronal and glial nuclei; tiny ring artifacts near bottom-right.,972.9797518252855,1540.9045172266312,R2b_annotations_model_gpt6_astra.json
